  6967.35200  Ar 
  7069.16700  Ar 
  7149.01200  Ar 
  7274.94000  Ar 
  7386.01400  Ar 
  7505.93500  Ar 
  7516.72100  Ar 
  7637.20800  Ar 
  7725.88700  Ar 
  7950.36200  Ar 
  8008.35900  Ar 
  8016.99000  Ar 
  8105.92100  Ar 
  8117.54200  Ar 
  8410.52100  Ar 
  8426.96300  Ar 
  8523.78300  Ar 
  8670.32500  Ar 
  9125.47100  Ar 
  9227.03000  Ar 
  9660.43500  Ar 
  9787.18600  Ar 
 10472.92300  Ar 
  3081.71730  Cd 
  3083.48870  Cd 
  3134.07460  Cd 
  3253.46220  Cd 
  3261.99510  Cd 
  3404.62880  Cd 
  3467.19230  Cd 
  3468.64780  Cd 
  3500.95320  Cd 
  3611.53750  Cd 
  3613.90330  Cd 
  3615.48370  Cd 
  3650.59830  Cd 
  3983.05200  Cd 
  4141.46650  Cd 
  4307.88320  Cd 
  4414.22880  Cd 
  4663.65720  Cd 
  4679.45870  Cd 
  4801.25400  Cd 
  5087.23930  Cd 
  5156.09640  Cd 
  6100.83050  Cd 
  6113.18700  Cd 
  6326.91510  Cd 
  6331.76360  Cd 
  6440.24900  Cd 
  6779.98650  Cd 
  7347.69410  Cd 
  3126.58000  Hg 
  3132.46300  Hg 
  3342.44500  Hg 
  3651.19800  Hg 
  3655.88300  Hg 
  3664.32700  Hg 
  4047.70800  Hg 
  4078.98800  Hg 
  4359.56000  Hg 
  4917.44000  Hg 
  5462.26800  Hg 
  5771.21000  Hg 
  5792.27600  Hg 
  5854.11010  Ne 
  5883.52520  Ne 
  5946.48100  Ne 
  5977.18960  Ne 
  6031.66670  Ne 
  6076.01930  Ne 
  6097.85060  Ne 
  6130.14610  Ne 
  6144.76290  Ne 
  6165.29940  Ne 
  6219.00130  Ne 
  6268.22850  Ne 
  6306.53290  Ne 
  6336.17910  Ne 
  6384.75600  Ne 
  6404.01800  Ne 
  6508.32550  Ne 
  6534.68720  Ne 
  6600.77540  Ne 
  6653.92940  Ne 
  6680.12050  Ne 
  6718.89740  Ne 
  6931.37870  Ne 
  7025.98700  Ne 
  7034.35210  Ne 
  7175.91540  Ne 
  7247.16310  Ne 
  7440.94690  Ne 
  7490.93350  Ne 
  7537.84880  Ne 
  7546.12110  Ne 
  7945.36540  Ne 
  8084.68010  Ne 
  8138.64320  Ne 
  8302.60620  Ne 
  8379.90930  Ne 
  8420.73980  Ne 
  8497.69320  Ne 
  8593.61840  Ne 
  8637.01900  Ne 
  8656.76000  Ne 
  8856.29800  Ne 
  8868.19050  Ne 
  8921.94960  Ne 
  8991.02400  Ne 
  9151.18290  Ne 
  9204.28410  Ne 
  9303.40530  Ne 
  9316.52880  Ne 
  9329.06630  Ne 
  9355.90000  Ne
  9427.96550  Ne 
  9461.80600  Ne 
  9489.28490  Ne 
  9536.77930  Ne 
  9550.02410  Ne 
  9668.07090  Ne 
  3019.24000  Zn 
  3036.66000  Zn 
  3072.95000  Zn 
  3076.79000  Zn 
  3283.28000  Zn 
  3303.53000  Zn 
  3303.89000  Zn 
  3345.98000  Zn 
  3346.53000  Zn 
  3346.90000  Zn 
  3800.08000  Zn 
  3884.44000  Zn 
  3966.55000  Zn 
  4114.37000  Zn 
  4294.09000  Zn 
  4299.54000  Zn 
  4631.11000  Zn 
  4681.45000  Zn 
  4723.47000  Zn 
  4811.87000  Zn 
  5070.07000  Zn 
  5070.99000  Zn 
  5183.42000  Zn 
  5310.13000  Zn 
  5311.72000  Zn 
  5312.50000  Zn 
  5773.70000  Zn 
  5777.10000  Zn 
  5778.71000  Zn 
  6239.63000  Zn 
  6240.90000  Zn 
  6364.10000  Zn 
  6480.97000  Zn 
  6930.23000  Zn 
  6940.38000  Zn 
  6945.12000  Zn 
  7801.51000  Zn 
