3200.0000       1.0840000
3250.0000      0.94800000
3300.0000      0.85800000
3350.0000      0.79400000
3400.0000      0.74500000
3450.0000      0.70200000
3500.0000      0.66500000
3571.0000      0.61700000
3636.0000      0.57500000
3704.0000      0.53200000
3862.0000      0.46000000
4036.0000      0.39600000
4167.0000      0.35200000
4255.0000      0.32500000
4464.0000      0.27900000
4566.0000      0.25900000
4785.0000      0.23400000
5000.0000      0.20300000
5263.0000      0.18800000
5556.0000      0.17700000
5840.0000      0.16600000
6056.0000      0.16000000
6436.0000      0.12300000
6790.0000     0.098000000
7100.0000     0.094000000
7550.0000     0.080000000
7780.0000     0.076000000
8090.0000     0.080000000
8370.0000     0.077000000
8708.0000     0.057000000
9832.0000     0.080000000
10256.000     0.050000000
10400.000     0.051000000
10610.000     0.053000000
10796.000     0.056000000
10870.000     0.064000000
